|0000|006|0|0||08052020|08052020|COOPERATIVA AGROINDUSTRIAL NOVICARNES|07411627000184|PR|4118501||01|0|
|0001|0|
|0100|Vanilton Polli|62777432953|PR-26458/O-2||00000000|||||0000000000|||4118501|
|0110|1|1|1||
|0140|001|Cooperativa Agroindustrial Novicarnes|07411627000184|PR|9034017104|4118501|||
|0150|1|Claudio Agostinetto|1058|73751257000159||3210336876|4108403||Rua Sao Benedito 175|175||Cango|
|0150|2|C. A. Kekes Rodrigues|1058|11195552000119||9049683402|4128708||Av.Brasil Argentina ,S/N|||Sao Cristovao|
|0150|3|Krindges Supermercado Ltda Epp|1058|85019560000140||3210302114|4108403||Rua Adrdelino Martini, S/N|||Sadia|
|0150|4|Anita A.Sal Comercio De Carnes Eireli|1058|28682633000146||9076116633|4108403||Av Attilio Fontana,2826|2826|Quadra 59-Fb Lote Cd|Pinheirinho|
|0150|5|Avm Supermercado Ltda|1058|09478441000500||9084134900|4108403||Rua Terezopolis   906|906||Pinheirinho|
|0150|6|Supermercado Pagno Ltda|1058|34893181000144||9082704016|4108403||Av Attilio Fontana 2923|2923||Pinheirinho|
|0150|7|Zeferino Comercio De Carnes Ltda|1058|26995919000156||9074122377|4108403||Av Roma ,353|353||Jardim Italia|
|0150|8|Kuhnen e Koziol Ltda|1058|10856259000192||9048405808|4108403||Rua Marilia, 345|345||Padre Ulrico|
|0150|9|Avm Supermercado Ltda|1058|09478441000178||9043641937|4108403||Rua Uniao Da Vitoria, 466|466||Vila Nova|
|0150|10|Elto Maronezi e Cia Ltda Me|1058|77814531000142||3210003982|4108403||Rua Ponta Grossa, 1913|1913||Centro|
|0150|11|Avm Supermercado Ltda|1058|09478441000410||9080096655|4108403||Av Uniao Da Vitoria 1520|1520||Vila Nova|
|0150|12|Avm Supermercado Ltda|1058|09478441000330||9066112958|4108403||Rua Presidente Getulio Vargas, 188|188||Sao Miguel|
|0150|13|Dapont & Cia Ltda - Me|1058|23172479000149||9070284100|4115408||Av Macali, 168|168||Centro|
|0150|14|Supermercado Dapont & Dapont Ltda|1058|05123282000219||9079624311|4115408||Avenidamacali,1352|1352||Ipiranga|
|0150|15|Roseli L. Policeno Me|1058|19242079000195||9071257263|4115408||Av Macali, 633|633||Centro|
|0150|16|Alvaro De Sordi e Cia Ltda|1058|00493753000186||3200071432|4115408||Rod Br 280, 199|199||Alvorada|
|0150|17|Supermercado Irmaos Dapont Ltda|1058|05123282000138||9026101899|4121604||Rua Wenceslau Braz 161|161||Centro|
|0150|18|Rural Supermercado Ltda|1058|07800045000190||9036201700|4103222||Rua Padre Ivo Antonio Zolett, 640|640||Centro|
|0150|19|Gustavo Schereiner Pedroso - Me|1058|27016590000105||9074168369|4105706||Rua Olimpio Branco Miranda,472|472|Anexo Sala|Bela Vista|
|0150|20|Superzul Supermercado Ltda|1058|00117417000139||3110119100|4105706||Av Nossa Senhora Da Luz, 603|603||Centro|
|0150|21|J. Foscharini Ltda|1058|81661886000116||3090041915|4117602||Rua Antonio Batista Ribas, 84|84||Centro|
|0150|22|Marini & Piton Ltda|1058|02101569000179||9014105856|4117602||Rua Rafael Ribas, 50|50||Centro|
|0150|23|Joao Batista Pereira De Souza e Cia Ltda|1058|00429824000181||3090190082|4117602||Rua Joaquim Bauz, 837|837||Sao Jose|
|0150|24|N Tonial e Cia Ltda|1058|77716249000203||9034937122|4117602||Rua Marechal Deodoro, 1230|1230||Centro|
|0150|25|L. Hommerding Me|1058|07377168000160||9063255430|4117602||Rua Capitao Paulo De Araujo, 225|225|Fundos|Centro|
|0150|26|Evair Dias Escongisk - Me|1058|27073703000104||9074247587|4117602||Rua Gov. Pedro V. Pargot De Souza,1614|1614||Lagoao|
|0150|27|Wanderlei Perego|1058|07978860000143||9037058251|4117602||Av Governador Pedro Vriato P. De S. 1646|1646|Sala|Lagoao|
|0150|28|Mercado Zini Ltda|1058|01771091000121||9012892630|4117602||D. Pedro Viriato Parigot De Souza, 2199|2199||Centro|
|0150|29|Francielli Battisti - Mercearia - Me|1058|15286977000194||9059083080|4115309||Rua Onze, 674|674||Agua Azul|
|0150|30|Comercial Cerealista Mariopolis Ltda|1058|76194539000190||3170006509|4115309||Av. Brasil, 679|679||Centro|
|0150|31|Rombaldi Supermercado Ltda|1058|08771292000178||9040219207|4115309||Rua Vinte Um, 37|37||Centro|
|0150|32|Supermercado Mariopolis Ltda|1058|76901081000162||3170011006|4115309||Av Brasil, 588|588||Centro|
|0150|33|Restaurante Carnes e Massas - Me|1058|22725617000107||9074302006|4118501||Av Brasil,07|07|Sala 01|Centro|
|0150|34|Nestor Lachman e Cia Ltda|1058|79863890000468||9061454052|4118501||Rua Ibipora, 805|805||Centro|
|0150|35|Slonski e Cia Ltda|1058|79846275000109||3160001002|4118501||Rua Guarani, 640|640||Centro|
|0150|36|Nestor Lachman e Cia Ltda|1058|79863890000115||3160010680|4118501||R Procopio De Lima, 460|460||Trevo Da Guaran|
|0150|37|Restaurante Angelica Regina Ltda|1058|20376146000143||9066566550|4118501||Av. Tupi, 885|885||Vila Isabel|
|0150|38|Rafagio Comercio De Generos Alimenticios Ltda - Me|1058|80825318000140||3230233607|4118501||Rua Jose Fraron,250|250|Sala|Fraron|
|0150|39|Alceu Benato|1058|76760271000107||3160241658|4118501||Rua Guarani, 488|488||Centro|
|0150|40|Ildo Mauri Sgarbi e Filha Ltda|1058|11094657000181||9049247173|4118501||Rua Pioneiro Alberto Braun, 305|305||La Salle|
|0150|41|Mercado Pedrini Ltda|1058|79535860000180||3160247427|4118501||Rua Guarani, 1315|1315||Bortot|
|0150|42|Souza & Guedes Ltda|1058|11416735000117||9050540747|4118501||Rua Fiorelo Zandona,1620|1620||Santa Terezinha|
|0150|43|Dalmora Zandonai & Cia Ltda|1058|76787977000243||9073442238|4118501||Av Tupi,5110|5110||Pinheirinho|
|0150|44|F. Mulinaro e Cia Ltda|1058|05918873000100||9029228571|4118501||Rua Parana, 379|379||Centro|
|0150|45|Nestor Lachman e Cia Ltda|1058|79863890000972||9076433957|4118501||Av Tupi,6225|6225||Santo Antonio|
|0150|46|Luiz Carlos Tonial e Cia Ltda|1058|33296746000143||9081090588|4118501||Rua Alexandre Popia   27|27||Planalto|
|0150|47|Novocem Com. Generos Alimenticios Ltda|1058|77738664000187||3160179758|4118501||Av Tupi, 4971|4971||Cristo Rei|
|0150|48|Dalmora Zandonai Cia Ltda|1058|76787977000162||3160211821|4118501||Rua Guarani, 285|285||Centro|
|0150|49|Instituto Policlinica Pb|1058|12651010000176|||4118501||Rua Pedro Ramires De Mello, 361|361||Centro|
|0150|50|Nestor Lachman e Cia Ltda|1058|79863890000115||3160010680|4118501||Rua Procopio De Lima, 460|460|||
|0150|51|Leifran Comercio De Carnes Ltda|1058|05456605000105||9027195048|4119152||Rua Jacob Macanhan, 3336|3336||Jardim Claudia|
|0150|52|Enerquimica -Prod. Quimicos Energia Ltda|1058|78705928000169||3160234104|4118501||Rua Leopoldino Fasolin, 151|151||Dal Ross|
|0150|53|Ademir Hoinaski Filho|1058||22203809809||4109658||Fazenda 2 A, S/N|||Zona Rural|
|0150|54|San Rafael Combustíveis|1058|75021519001801||9076269898|4106506||Rod.Br 158 S/N Km 505, 505|505||São Cristovão|
|0150|55|Retibra Renovadora De Motores Ltda|1058|02458003000107|||4118501||Rod Br 158 ,9350|9350||Bela Vista|
|0150|56|Isonel Rosin|1058||01476616922||4118501||Lotes 162 a e 162 b|162||Sao Roque Do Chopimfraron|
|0150|57|Ari Boldrini|1058||34073396900||4118501||Sitio Bela Vista , S/N|||Passo Da Pedra|
|0150|58|Molas Parana Br Ltda|1058|77740181000117||3160169957|4118501||Rod Br 158 - S/N -|158|||
|0150|59|Coop Criadores De Ovinos e Caprinos Sudo|1058|10398223000102||9048096082|4118501||Rua Osvaldo Aranha, 377|377||Centro|
|0150|60|Manfroi Supermercados Ltda|1058|75962886000315||9045449308|4118501||Av Tupi, 1255|1255||Bortot|
|0150|61|Luiz Nervis|1058|14829017000160|||4118501||Rua Marcelino Parzianello,230|230|Sala|Gralha Azul|
|0150|62|Comercio De Combustiveis Pastorello Ltda|1058|79964177000168||3160258380|4118501||Trevo Br 158 - Km 532 N§ 380|532||Trevo|
|0150|63|Rafagio Comercio De Generos Alimenticios Ltda Me|1058|80825318000140||3230233607|4118501||Rua Jose Fraron, 250|250||Fraron|
|0150|64|Diego Antonio Dos Santos|1058||07467298986||4205605||Rua Jorge Lacerda, 144|144||Centro|
|0190|000001|KG|
|0190|000002|UN.|
|0190|000003|CX.|
|0190|000004|LT|
|0190|000005|UN|
|0190|000006|FD|
|0190|000007|DP|
|0190|000008|MT|
|0190|000009|1|
|0190|000010|PC|
|0190|000011|JG|
|0200|126|Serviços|||000009|09|00||00||2,00|
|0200|5427|Meia Carcaça ( M) Premium|||000001|00|02011000||02||12,00|
|0200|1242|Quarto Traseiro S/B ( M) Premium|||000001|00|02012020||02||12,00|
|0200|55|Quarto Dianteiro ( M ) Precoce|||000001|00|02012010||02||12,00|
|0200|10|Quarto Dianteiro De Boi|||000001|00|02012010||02||12,00|
|0200|218|Costela Ripa Precoce|||000001|00|02012090||02||12,00|
|0200|93|Quarto Dianteiro ( M) Premium|||000001|00|02012010||02||12,00|
|0200|12|Quarto Traseiro De Boi|||000001|00|02012020||02||12,00|
|0200|188|Diafragma|||000001|00|02061000||02||12,00|
|0200|1500|Meia Carcaça ( M) Hereford|||000001|00|02011000||02||12,00|
|0200|17|Figado Bovino|||000001|00|02061000||02||12,00|
|0200|18|Coracao Bovino|||000001|00|02061000||02||12,00|
|0200|49|Meia Carcaça De Boi|||000001|00|02011000||02||12,00|
|0200|27|Bucho Bovino|||000001|00|02061000||02||12,00|
|0200|8|Quarto Traseiro ( M ) Premium|||000001|00|02012020||02||12,00|
|0200|57|Meia Carcaça ( M) Precoce|||000001|00|02011000||02||12,00|
|0200|6505|Costela Ripa|||000001|00|02011000||02||12,00|
|0200|20|Rabada|||000001|00|02061000||02||12,00|
|0200|68|Picanha|||000001|00|02013000||02||12,00|
|0200|34|Cupim (a)|||000001|00|02013000||02||12,00|
|0200|68373|Quarto Traseiro S/B ( M) Hereford|||000001|00|02012020||02||12,00|
|0200|166|Quarto Traseiro ( F ) Precoce|||000001|00|02012020||02||12,00|
|0200|96|Meia Carcaça De Novilha|||000001|00|02011000||02||12,00|
|0200|158|Meia Carcaça ( F) Precoce|||000001|00|02011000||02||12,00|
|0200|438|Meia Carcaça ( F) Premium|||000001|00|02011000||02||12,00|
|0200|58|Costela Do Traseiro ( M ) Precoce|||000001|00|02012020||02||12,00|
|0200|68542|Quarto Traseiro S/B ( F) Premium|||000001|00|02012020||02||12,00|
|0200|1413|Meia Carcaça ( F) Hereford|||000001|00|02011000||02||12,00|
|0200|68536|Quarto Traseiro ( F ) Premium|||000001|00|02012020||02||12,00|
|0200|68543|Quarto Traseiro S/B ( F) Hereford|||000001|00|02012020||02||12,00|
|0200|1915|Dianteiro Sem Paleta Premium|||000001|00|02012010||02||12,00|
|0200|47|Dianteiro Sem Paleta De Boi|||000001|00|02012010||02||12,00|
|0200|68538|Quarto Dianteiro ( F) Precoce|||000001|00|02012010||02||12,00|
|0200|68539|Quarto Dianteiro ( F) Premium|||000001|00|02012010||02||12,00|
|0200|68540|Quarto Dianteiro ( F) Hereford|||000001|00|02012010||02||12,00|
|0200|6|Meia Carcaça De Vaca|||000001|00|02011000||02||12,00|
|0200|1036|Coxão Bola  ( M ) Hereford|||000001|00|02012020||02||12,00|
|0200|68545|Costela Do Traseiro ( F ) Premium|||000001|00|02012020||02||12,00|
|0200|68549|Coxão Bola ( F ) Hereford|||000001|00|02012020||02||12,00|
|0200|68548|Coxão Bola ( f ) Premium|||000001|00|02012020||02||12,00|
|0200|73|Maminha|||000001|00|02013000||02||12,00|
|0200|225|Costela Do Traseiro ( M ) Hereford|||000001|00|02012020||02||12,00|
|0200|51|Quarto Traseiro De Novilha|||000001|00|02012020||02||12,00|
|0200|68537|Quarto Traseiro ( F) Hereford|||000001|00|02012020||02||12,00|
|0200|730|Quarto Traseiro ( M ) Hereford|||000001|00|02012020||02||12,00|
|0200|240|Meia Carcaça De  Borrego|||000001|00|02041000||02||12,00|
|0200|69|File-Mignon|||000001|00|02013000||02||12,00|
|0200|162|Quarto Traseiro S/B De Novilha|||000001|00|02012020||02||12,00|
|0200|68541|Quarto Traseiro S/B ( F) Precoce|||000001|00|02012020||02||12,00|
|0200|70|Musculo|||000001|00|02013000||02||12,00|
|0200|72|Fraldinha|||000001|00|02013000||02||12,00|
|0200|2867|Paleta Sem Osso|||000001|00|02013000||02||12,00|
|0200|630|Quarto Dianteiro ( m ) Hereford|||000001|00|02012010||02||12,00|
|0200|161|Coxão Duro|||000001|00|02013000||02||12,00|
|0200|535|Suco|||000002|00|21069010||21||0,00|
|0200|1053|Panetone|||000002|00|19052010||19||12,00|
|0200|1165|Inst Ref Laranja|||000003|00|21069010||21||12,00|
|0200|1282|Cebola Nacional Kg Cantu Verduras|||000001|00|07011000||07||12,00|
|0200|2164|Refrig. Pet Sprite 2l Coca Cola|||000004|00|22021000||22||12,00|
|0200|2166|Refrig. Pet Antarctica|||000002|00|22021000||22||12,00|
|0200|227|Condimentos|||000005|00|21039021||21||0,00|
|0200|228|Linguiça Toscana|||000001|00|16010000||16||0,00|
|0200|2405|Fermento Biológico|||000002|00|21021090||21||0,00|
|0200|268|Pao Frances|||000005|00|19059010||19||0,00|
|0200|2826|Leite Condensado|||000002|00|04029900||04||12,00|
|0200|2851|Biscoito Doce|||000002|00|19053100||19||12,00|
|0200|290|Cha Leao Doce De Leite 25 Saq|||000005|00|09030090||09||0,00|
|0200|3169|Refrig Pet 2l Coca Cola|||000002|00|22021000||22||12,00|
|0200|3348|Acucar Ref Ducula Kg|||000006|00|17019900||17||12,00|
|0200|3683|Farinha De Trigo 5kg Dona Hilda|||000002|00|19012000||19||12,00|
|0200|421|Noz Moscada|||000001|00|09081100||09||0,00|
|0200|4239|Creme De Leite Tp 200g Frimesa S/A|||000002|00|04015021||04||12,00|
|0200|4253|Carambola Kg Ceara|||000001|00|08109000||08||12,00|
|0200|4255|Chocol. 170g Classic Leite Nestle|||000002|00|18063210||18||12,00|
|0200|4260|Molho Pronto 340g Sache Madeira Predilecta|||000002|00|21032010||21||12,00|
|0200|5260|Graxeira 6mm Reta|||000005|00|84879000||84||12,00|
|0200|546|Farinha De Trigo|||000005|00|11010010||11||0,00|
|0200|561|Margarina|||000002|00|15171000||15||0,00|
|0200|5798|Sal Fino Temperado|||000002|00|21039021||21||0,00|
|0200|6188|Chocolate|||000002|00|18069000||18||12,00|
|0200|638|Palito Dente|||000007|00|14011000||14||18,00|
|0200|657|Erva Mate|||000005|00|09030090||09||0,00|
|0200|663|Fuba|||000005|00|11022000||11||0,00|
|0200|667|Macarrao|||000006|00|19021900||19||0,00|
|0200|68187|Fosforo Parana 10 Un Trodicional|||000005|00|36050000||36||0,00|
|0200|68336|Farinha De Biju|||000005|00|11022000||11||0,00|
|0200|69101|Tripa Seca|||000005|00|05040011||05||0,00|
|0200|7058|Cafe Granulado|||000005|00|21011110||21||0,00|
|0200|7060|Macarrao|||000005|00|19023000||19||0,00|
|0200|7117|Arroz|||000005|00|10063021||10||0,00|
|0200|958|Caldo Knorr 114gr Galinha 3283 Ref: Milho|||000002|00|21041011||21||12,00|
|0200|986|Arroz Parboilizado 5 Kg|||000005|00|10062010||10||0,00|
|0200|81|Cupim|||000001|00|02013000||02||12,00|
|0200|68841|Enerpast 20 Lt|||000004|00|29041020||29||0,00|
|0200|68834|Eneralv 20 Kg|||000001|00|28289090||28||0,00|
|0200|68924|Umec Optic 20lt|||000004|00|29041020||29||0,00|
|0200|7071|Passive 10|||000005|00|28092019||28||12,00|
|0200|261|Ener 20 m|||000001|00|29041020||29||0,00|
|0200|1512|Lombo-Alcatra ( M ) Hereford|||000001|00|02012020||02||12,00|
|0200|68922|Arla a Granel|||000004|00|31021010||31||0,00|
|0200|508|Suporte/Placa/Tras|||000005|00|87089990||87||0,00|
|0200|1299|Calco Para Molejo Truck 80mm X40mm|||000005|00|87089990||87||12,00|
|0200|4039|Chaveta Freio Motor|||000010|00|87089990||87||0,00|
|0200|216|Borrego|||000001|00|01041090||01||0,00|
|0200|241|Ovelha|||000001|00|01039200||01||0,00|
|0200|68547|Coxão Bola ( F ) Precoce|||000001|00|02012020||02||12,00|
|0200|15|Coxão Bola De Boi|||000001|00|02012020||02||12,00|
|0200|68116|Cabrito|||000001|00|02042100||02||0,00|
|0200|68544|Costela Do Traseiro ( F)  Precoce|||000001|00|02012020||02||12,00|
|0200|999|Oleo Diesel Bs 10|||000004|00|27101921||27||0,00|
|0200|989|Parafuso Telheiro|||000005|00|73181500||73||0,00|
|0200|1387|Jogo Juntas|||000002|00|84849000||84||12,00|
|0200|156|Cafe Expresso|||000005|00|01012900||01||12,00|
|0200|2999|Cola Tree Bond|||000002|00|32141010||32||12,00|
|0200|4046|Tempero Pt Kitano Tchef 120g Grel Yoki S/A|||000002|00|21039021||21||12,00|
|0200|4612|Cabecote|||000005|00|84219999||84||12,00|
|0200|5222|Valvulas|||000005|00|84099914||84||12,00|
|0200|5665|Produto Quimico|||000004|00|27101919||27||12,00|
|0200|6068|Reparo Contra Peso Centrifugo|||000002|00|84149039||84||12,00|
|0200|69102|Vareta Valvula|||000005|00|84099999||84||0,00|
