|0000|014|0|01022020|28022020|Cooperativa Agroindustrial Novicarnes|07411627000184||PR|9034017104|4118501|||A|0|
|0001|0|
|0002|00|
|0005|Novicarnes|85501970|Rod Prt 469 Km 04 , S/N|||Passo Da Pedra|4632256566|4632256566|novicarnes@novicarnes.com.br|
|0100|Vanilton Polli|62777432953|PR-26458/O-2||00000000|||||||simonefilipon@pollicontadores.com.br|4118501|
|0150|1|Expresso Sao Miguel Ltda|1058|00428307000783||255243200|4216057||Localidade Monte Alegre|||Interior|
|0150|2|Reunidas Transprodov De Cargas S.A|1058|83083428005646||244678946114|3509502||Rua Alfredo Vieira Alves, 205|205||Vila Nova Aparecida|
|0150|3|Casatur Logistica Ltda-Pb|1058|02156145000292||9057904981|4118501||Av Brasil, 1431|1431||Trevo Da Guarani|
|0150|4|Cooperativa De Transportes Bom Retiro|1058|15278561000124||9059407322|4118501||Rod Pr-493,4300|4300||Bom Retiro|
|0150|5|Nestor Lachman e Cia Ltda|1058|79863890000549||3160137168|4118501||Rua Parana ,172|172||Baixada|
|0150|6|Ildo Mauri Sgarbi e Filha Ltda|1058|11094657000181||9049247173|4118501||Rua Pioneiro Alberto Braun, 305|305||La Salle|
|0150|7|Nestor Lachman e Cia Ltda|1058|79863890000468||9061454052|4118501||Rua Ibipora, 805|805||Centro|
|0150|8|Nestor Lachman e Cia Ltda|1058|79863890000115||3160010680|4118501||R Procopio De Lima, 460|460||Trevo Da Guaran|
|0150|9|Luiz Nervis|1058|14829017000160|||4118501||Rua Marcelino Parzianello,230|230|Sala|Gralha Azul|
|0150|10|Nestor Lachman e Cia Ltda|1058|79863890000972||9076433957|4118501||Av Tupi,6225|6225||Santo Antonio|
|0150|11|Binsfeld Supermercado Ltda Me|1058|27826146000147||9075141618|4118501||Rua Gal Osorio,717|717|Lj 02|Santo Antonio|
|0150|12|Dalmora Zandonai & Cia Ltda|1058|76787977000243||9073442238|4118501||Av Tupi,5110|5110||Pinheirinho|
|0150|13|Novocem Com. Generos Alimenticios Ltda|1058|77738664000187||3160179758|4118501||Av Tupi, 4971|4971||Cristo Rei|
|0150|14|Mitra Diocesana De Palmas|1058|75661264001329|||4128708||Linha Sao Bras, S/N|||Sao Bras|
|0150|15|Kuhnen e Koziol Ltda|1058|10856259000192||9048405808|4108403||Rua Marilia, 345|345||Padre Ulrico|
|0150|16|Zeferino Comercio De Carnes Ltda|1058|26995919000156||9074122377|4108403||Av Roma ,353|353||Jardim Italia|
|0150|17|Anita A.Sal Comercio De Carnes Eireli|1058|28682633000146||9076116633|4108403||Av Attilio Fontana,2826|2826|Quadra 59-Fb Lote Cd|Pinheirinho|
|0150|18|D c Bonkoski Acougue e Mercearia|1058|32021186000151||9079769808|4108403||Rua Nossa Senhora Das Graças     99|99|Sala 08|Cango|
|0150|19|Avm Supermercado Ltda|1058|09478441000178||9043641937|4108403||Rua Uniao Da Vitoria, 466|466||Vila Nova|
|0150|20|Avm Supermercado Ltda|1058|09478441000410||9080096655|4108403||Av Uniao Da Vitoria 1520|1520||Vila Nova|
|0150|21|Avm Supermercado Ltda|1058|09478441000330||9066112958|4108403||Rua Presidente Getulio Vargas, 188|188||Sao Miguel|
|0150|22|Dapont & Cia Ltda - Me|1058|23172479000149||9070284100|4115408||Av Macali, 168|168||Centro|
|0150|23|Alvaro De Sordi e Cia Ltda|1058|00493753000186||3200071432|4115408||Rod Br 280, 199|199||Alvorada|
|0150|24|Supermercado Dapont & Dapont Ltda|1058|05123282000219||9079624311|4115408||Avenidamacali,1352|1352||Ipiranga|
|0150|25|Leonardo Nunes|1058|30311570000163|||4103222||Rua Joao Coletti 125|125||Sao Pedro|
|0150|26|Rural Supermercado Ltda|1058|07800045000190||9036201700|4103222||Rua Padre Ivo Antonio Zolett, 640|640||Centro|
|0150|27|Manfroi Supermercados Ltda|1058|75962886000315||9045449308|4118501||Av Tupi, 1255|1255||Bortot|
|0150|28|Rafagio Comercio De Generos Alimenticios Ltda - Me|1058|80825318000140||3230233607|4118501||Rua Jose Fraron,250|250|Sala|Fraron|
|0150|29|Roberto Carlos Caprini Me|1058|73338824000140||4060191285|4113304||Rod Br 158 Km 07|07||Rio Do Leao|
|0150|30|Rozilene Monteiro Da Rosa|1058|17918815000157||9062683101|4126272||Av Iguacu,  S/N|||Centro|
|0150|31|Anderson Bittencourt Supermercado|1058|08342821000118||9038524299|4117057||Rua Ancelmo Veronese, 72|72||Centro|
