|0000|006|0|0||01082021|05082021|LAMINADORA SAO CAETANO LTDA|04586156000238|SC|4204558||01|2|
|0001|0|
|0100|Clessi Spricigo||PR-034020/8-O||00000000|||||0000000000|||4204558|
|0110|1|1|1||
|0140|001|Laminadora São Caetano Ltda|04586156000157|PR|9024213789|4119301|||
|0140|002|Laminadora Sao Caetano Ltda|04586156000238|SC|254739075|4204558|||
|0150|1|Rkr Florestal Ltda|1058|26440544000168||258165332|4209300||Avenida: Luiz De Camoes, 814|814||Coral|
|0150|2|Mary Stradioto Neto Me|1058|34284826000141||260164690|4209300||Rua America Do Sul, 178|178||Frei Rogerio|
|0150|3|Transcomex Transportes e Logistica Eireli|1058|08513698000150||255311656|4208203||Rua: José Siqueira. 377 Sala 04|377||Ressacada|
|0150|4|Expresso Sao Miguel Ltda|1058|00428307000783||255243200|4216057||Monte Alegre, 111 Rod Br 470, Km 225|111||Interior|
|0150|5|Klabin S/A|1058|89637490013476||253691320|4204558||Br 116 Km 218, S/N|||Centro|
|0150|6|L Schmaedecke Comercio e Industria Ltda|1058|84933969000105||250024055|4209300||Rua: Olimpio Sales De Oliveira, 1000|1000||Ferrovia|
|0150|7|Qualypack Embalagens Ltda Me|1058|08325528000142||3820022467|4313375||Rua Da Pedreira, 3130|3130||Floresta|
|0150|8|Polo Films Industria e Comercio S.A.|1058|26051817000263||0780108833|4312401||Est Br 386 Km 423, Sn|Sn|Gp 01|Distrito Indl|
|0150|9|Ouro Grandys Florestal Ltda|1058|17515951000104||256950750|4211751||Rod Sc 425 Km 36, 308|308||Area Indl|
|0150|10|Nova Era Comercio De Pecas Eireli|1058|14211243000183||256504415|4215505||Av Israel Granemann De Souza, 300|300||Por Do Sol|
|0150|11|Importadora Maderera Imperial Sa De Cv|04936||||||Republica, #819|#819|C.P. 44329|Col. Belisario Dominguez|
|0150|12|Specht Produtos Alimenticios Ltda|1058|84584515000176||250001950|4209003||Rua Luiz Specht,50|50||Centro|
|0150|13|Loja Do Mdf - Distribuidora e Com Mad e Ferragens Ltda|1058|14988246000128||256630690|4209300||Av Presidente Vargas, 2237|2237||Coral|
|0150|14|Onix Com De Ferramentas Eireli|1058|28395992000112||258426098|4214003||R Paulo Cipriani, 100|100||Rio Ferro|
|0150|15|Maw Maquinas Wiggers Ltda|1058|80082860000150||251548279|4209300||Av. Dom Pedro Ii, 128|128||Coral|
|0150|16|Disman Mang e Vedações Ltda|1058|02361304000100||253636078|4209300||Av Presidente Vargas, 1912|1912||Coral|
|0150|17|Gvc Eletricidade Ltda Me|1058|08957686000115||256579300|4209300||Rua Bernardo Goncalves Kustes, 1000|1000||Sao Miguel|
|0150|18|Castanhel Distr Prod Limp Ltda|1058|81002990000107||252759575|4209300||Rua Edgar s Ramos 189|189||Santa Maria|
|0150|19|Microlages Informatica Ltda|1058|06040884000194||254694829|4209300||Rua Manoel Thiago De Castro, 57|57||Centro|
|0150|20|Auge Metal Mecanica Ltda Me|1058|26590863000150||258184892|4202404||Rua Oscar Joao Rausch, 121|121||Badenfurt|
|0150|21|Jose Antonio De Souza Peças -Me|1058|07512008000186|||4204558||Rua Hortencio Alves Rodrigues, 364|364||Planalto Serrano|
|0150|22|Mat Constr Estrela Ltda- Epp|1058|03714718000138||254025889|4204558||Rua João Nunes Do Amaral, 1123 Sala 2|1123||Centro|
|0150|23|Carlos Kracik Rosa|1058||00396001904||4216800||Loc De Pinheiros Ralos, Sn|Sn||Interior|
|0150|24|Danyela Rios Seijas|1058|27439133000115||258291621|4204558||Av Tancredo Neves, 305|305||Centro|
|0150|25|Xavier & Deggenone Ltda|1058|08844129000350||257883657|4204558||Av Juscelino k De Oliveira, 1720|1720||Sao Joao|
|0150|26|Ajj Com De Alimentos Ltda|1058|20723339000123||254742761|4209300||R Joaquim Borges De Mello, 56|56||Coral|
|0150|27|Poli Ipiranga Com Comb e Lubrif. - Delta|1058|04574952000170||254261086|4204558||Rodovia Br 116 Km 216,01|01||N Sra Aparecida|
|0150|28|Dumas Com De Veiculos Ltda|1058|07897939000301||9061093955|4108403||R Vereador Romeu Lauro Werlang, 520|520||Centro|
|0150|29|Santa Barbara Ind e Com De Madeiras|1058|27710207000106||258325178|4211751||Av Luiz Deboite, 747|747||Casa Branca|
|0150|30|Lenzi e Filhos Ltda|1058|80126840000134||251605000|4204558||Av Pres. Tancredo Neves, 771|771||Centro|
|0190|000001|TON|
|0190|000002|PC|
|0190|000003|M2|
|0190|000004|M3|
|0190|000005|SC|
|0190|000006|CT|
|0190|000007|FDS|
|0190|000008|UN|
|0190|000009|MT|
|0190|000010|LT|
|0190|000011|SAC|
|0190|000012|GL|
|0190|000013|MT3|
|0190|000014|PEC|
|0190|000015|KG|
|0200|050|Residuo De Laminacao Em Cavaco Com Casca T1|||000001|00|44013900||44||0,00|
|0200|101|Toras  De Pinus|||000001|00|44032100||44||0,00|
|0200|070|Compensado Pinus|||000002|00|44123900||44||17,00|
|0200|081|Compensado Eucalipto|||000003|00|44123900||44||0,00|
|0200|015|Lamina Pinus Seca Miolo|||000004|00|44081099||44||17,00|
|0200|069|Compensado Pinus|||000004|00|44123900||44||0,00|
|0200|301|Farinha De Trigo Pura|||000005|00|11010010||11||12,00|
|0200|1210|Faca|||000002|00|72085100||72||17,00|
|0200|1211|Contra Pino|||000006|00|73182900||73||17,00|
|0200|1212|Uniao Forjado Soldavel|||000002|00|73079900||73||17,00|
|0200|235|No Break|||000002|00|85044040||85||12,00|
|0200|1216|Curva|||000002|00|73071920||73||17,00|
|0200|1214|Filtro|||000002|00|84212100||84||17,00|
|0200|1215|Correia|||000002|00|40103900||40||17,00|
|0200|1213|Gaxeta|||000002|00|39269090||39||17,00|
|0200|1218|Papel Higienico|||000007|00|48181000||48||17,00|
|0200|1220|Detergente De Louca|||000002|00|34022000||34||17,00|
|0200|1219|Agua Sanitaria|||000002|00|28289011||28||17,00|
|0200|1221|Pano De Limpeza|||000008|00|63029100||63||17,00|
|0200|1217|Alccol Gel|||000008|00|38089429||38||17,00|
|0200|1223|Detengente Desengraxante|||000008|00|34029039||34||17,00|
|0200|1224|Desincrustante Acido|||000008|00|38249941||38||17,00|
|0200|1222|Desengraxante Gc 25|||000008|00|38249941||38||17,00|
|0200|1225|Fotocondutor|||000002|00|84439933||84||17,00|
|0200|1295|Mancal Central|||000002|00|84833029||84||17,00|
|0200|1294|Bucha Entalhada|||000002|00|84836019||84||17,00|
|0200|1293|Mancal Lateral|||000002|00|84833029||84||17,00|
|0200|1292|Labirinto Central|||000002|00|84842000||84||17,00|
|0200|1291|Anel Distranciador Tracao|||000002|00|84669200||84||17,00|
|0200|1290|Anel Distanciador Central|||000002|00|84669200||84||17,00|
|0200|1296|Rolo De Tracao Central|||000002|00|84669200||84||17,00|
|0200|1289|Anel Distanciador|||000002|00|84669200||84||17,00|
|0200|957|Usinagem Mancal Central|||000008|00|84669200||84||17,00|
|0200|901|Parafuso Liga|||000002|00|73181500||73||17,00|
|0200|1288|Labirinto|||000002|00|84842000||84||17,00|
|0200|846|Rolo Emborrachado Guilhotina 4f|||000008|00|84669200||84||17,00|
|0200|837|Jogo De Anel De Vedação Inox|||000002|00|73182900||73||17,00|
|0200|200|Valvula De Retenção Unica|||000002|00|84669200||84||17,00|
|0200|1287|Tampa Protecao|||000002|00|84842000||84||17,00|
|0200|1310|Ventilador|||000002|00|84145190||84||17,00|
|0200|1311|Placa Identificadora|||000008|00|95045000||95||17,00|
|0200|1312|Parafuso 5x8m|||000002|00|73181900||73||17,00|
|0200|201|Conector Correa|||000002|00|85366990||85||17,00|
|0200|954|Rolamento Autcomp Rolos|||000008|00|84821010||84||17,00|
|0200|955|Rolamento Autcomp Rolos 22210|||000008|00|84821010||84||17,00|
|0200|1309|Chaveta|||000002|00|73182400||73||17,00|
|0200|1308|Plug 20a|||000002|00|85366990||85||17,00|
|0200|1307|Correia|||000002|00|84283300||84||17,00|
|0200|943|Tubo Flexivel Ptfe x Revestido Trancado Inox|||000009|00|39173900||39||17,00|
|0200|1235|Adaptador|||000002|00|39174090||39||17,00|
|0200|1237|Terminal|||000002|00|85369090||85||17,00|
|0200|1249|Terminal Tubular 0,50|||000002|00|85369090||85||17,00|
|0200|1261|Terminal Tubular 2,5 Mm|||000002|00|85369090||85||17,00|
|0200|1316|Conexao Ar|||000008|00|74122000||74||17,00|
|0200|1317|Tijolos|||000002|00|69041000||69||17,00|
|0200|1357|Ração Dog 20kg|||000005|00|23099010||23||17,00|
|0200|1358|Gasolina|||000010|00|27101259||27||17,00|
|0200|1366|Acucar 5 Kgs|||000008|00|17019900||17||17,00|
|0200|1367|Biscoito Waffer|||000008|00|19053200||19||17,00|
|0200|1369|Cafe 500 Gr|||000008|00|09012100||09||17,00|
|0200|1370|Choco Nestle Bombom|||000008|00|18069000||18||17,00|
|0200|1371|Doce Frutas|||000008|00|20079990||20||17,00|
|0200|1372|Farinha Milho 1 Kg|||000008|00|11022000||11||17,00|
|0200|1373|Farinha Trigo 5 Kg|||000008|00|11010010||11||17,00|
|0200|1374|Feijao 1 Kg|||000008|00|07133319||07||17,00|
|0200|1375|Arroz 5 Kg|||000008|00|10063011||10||17,00|
|0200|1376|Massa Espagueti 500 Gr|||000008|00|19021100||19||17,00|
|0200|1377|Molho Tomate 340gr|||000008|00|21032010||21||17,00|
|0200|1378|Oleo De Soja|||000008|00|15079011||15||17,00|
